Id;Model;Created At;Updated At;Autocomplete Info;Visible;Copied At;Wireless Setting;Delta
10080;Temporis 22;2017-06-15 10:29:58 +0200;2017-06-15 16:39:49 +0200;Alcatel-Lucent Temporis 22;TRUE;2017-06-15 10:29:58 +0200;B - 3.5;TRUE
10079;Vibe P1;2017-06-09 20:14:31 +0200;2017-06-09 20:14:31 +0200;Lenovo Vibe P1;TRUE;;;TRUE
10078;Moto Z Play;2017-06-09 20:08:43 +0200;2017-06-09 20:08:43 +0200;Lenovo Moto Z Play;TRUE;;;TRUE
10077;GXP 1782;2017-06-09 12:22:31 +0200;2017-06-09 12:22:39 +0200;Grandstream Networks GXP 1782;TRUE;2017-06-09 12:22:31 +0200;A - 3.5 ;TRUE
10076;GXP 1780;2017-06-09 12:21:47 +0200;2017-06-09 12:22:11 +0200;Grandstream Networks GXP 1780;TRUE;2017-06-09 12:21:47 +0200;A - 3.5 ;TRUE
10075;GXP 1628;2017-06-09 12:19:51 +0200;2017-06-09 12:27:26 +0200;Grandstream Networks GXP 1628;TRUE;2017-06-09 12:19:51 +0200;A - 3.5 ;TRUE
10074;1620;2017-06-09 12:19:11 +0200;2017-06-09 12:19:28 +0200;Grandstream Networks 1620;TRUE;2017-06-09 12:19:11 +0200;A - 3.5;TRUE
10073;GXP1615;2017-06-09 12:18:30 +0200;2017-06-09 12:18:42 +0200;Grandstream Networks GXP1615;TRUE;2017-06-09 12:18:30 +0200;A - 3.5;TRUE
10072;SoundStation IP 7000;2017-06-09 10:48:52 +0200;2017-06-09 10:50:01 +0200;Polycom SoundStation IP 7000;TRUE;2017-06-09 10:48:52 +0200;;TRUE
10071; XL 280;2017-06-08 13:47:30 +0200;2017-06-08 13:47:54 +0200;Alcatel-Home  XL 280;TRUE;2017-06-08 13:47:30 +0200;;TRUE
10070;F330;2017-06-08 11:55:40 +0200;2017-06-08 11:55:40 +0200;Alcatel-Home F330;TRUE;;;TRUE
10069;SIP-T46S;2017-06-08 09:20:28 +0200;2017-06-08 09:26:35 +0200;Yealink SIP-T46S;TRUE;2017-06-08 09:20:28 +0200;A - 3.5;TRUE
10068;S850A;2017-06-07 16:59:09 +0200;2017-06-07 17:00:42 +0200;Gigaset S850A;TRUE;;;TRUE
10067;Aspire 22;2017-06-07 16:12:20 +0200;2017-06-07 16:12:36 +0200;NEC America Aspire 22;TRUE;2017-06-07 16:12:20 +0200;A - 3.5;TRUE
10066;IP 5622-SD;2017-06-06 19:58:18 +0200;2017-06-06 19:58:18 +0200;Toshiba Telecommunications IP 5622-SD;TRUE;;A - 6;TRUE
10065;DKT 3020-SD;2017-06-06 19:06:49 +0200;2017-06-06 19:07:19 +0200;Toshiba Telecommunications DKT 3020-SD;TRUE;;A - 3.5 ;TRUE
10064;Maxwell Basic;2017-05-30 19:34:11 +0200;2017-05-30 19:34:11 +0200;Gigaset Maxwell Basic;TRUE;;A - 3.5 ;TRUE
10063;ITZ-12D-3 ;2017-05-29 16:39:07 +0200;2017-05-29 16:39:38 +0200;NEC Enterprise (incl. Philips, Nitsuko, Infrontia) ITZ-12D-3 ;TRUE;2017-05-29 16:39:07 +0200;A - 3.5;TRUE
10062;D43;2017-05-16 21:49:01 +0200;2017-05-16 21:49:01 +0200;Ascom D43;TRUE;;;TRUE
10061;PIVOT SC 8744;2017-05-16 20:49:19 +0200;2017-05-16 20:49:19 +0200;Spectralink PIVOT SC 8744;TRUE;;;TRUE
10060;KX-UDT111;2017-05-16 08:10:12 +0200;2017-05-16 08:10:20 +0200;Panasonic KX-UDT111;TRUE;;;TRUE
10059;Voice Operator Panel;2017-05-08 09:10:15 +0200;2017-05-08 09:13:50 +0200;Joher Voice Operator Panel;TRUE;2017-05-08 09:10:15 +0200;;TRUE
10058;LS6245;2017-05-04 13:27:44 +0200;2017-05-04 13:27:44 +0200;Vtech LS6245;TRUE;;;TRUE
10057;W56P;2017-05-03 10:27:02 +0200;2017-05-03 10:27:02 +0200;Yealink W56P;TRUE;;;TRUE
10056;Euroset 5035;2017-04-28 13:19:20 +0200;2017-04-28 13:19:37 +0200;Unify  Euroset 5035;TRUE;2017-04-28 13:19:20 +0200;A - 3.5;TRUE
10055;105;2017-04-26 10:02:58 +0200;2017-04-26 10:04:28 +0200;Nokia 105;TRUE;2017-04-26 10:02:58 +0200;;TRUE
10054;SoundStation Duo;2017-04-20 20:24:17 +0200;2017-05-01 19:30:53 +0200;Polycom SoundStation Duo;FALSE;;;TRUE
10053;Forum IPhone 5010;2017-04-13 13:34:22 +0200;2017-04-13 13:36:03 +0200;Belgacom Forum IPhone 5010;TRUE;2017-04-13 13:34:22 +0200;A - 3.5;TRUE
10052;IDS300;2017-04-13 13:15:03 +0200;2017-04-13 13:17:31 +0200;Belgacom IDS300;TRUE;2017-04-13 13:15:03 +0200;A - 3.5;TRUE
10051;DA810A;2017-04-11 08:56:50 +0200;2017-04-11 08:57:14 +0200;Gigaset DA810A;TRUE;;;TRUE
10050;M3904;2017-04-06 16:22:33 +0200;2017-04-06 16:25:14 +0200;Nortel Networks M3904;TRUE;2017-04-06 16:22:33 +0200;A - 3.5;TRUE
10049;Comfort 3005;2017-04-04 12:20:07 +0200;2017-04-04 12:41:59 +0200;DORO Comfort 3005;TRUE;2017-04-04 12:20:07 +0200;A - 3.5;TRUE
10048;Honor 5x;2017-03-29 16:47:46 +0200;2017-03-29 16:48:00 +0200;Huawei Honor 5x;TRUE;2017-03-29 16:47:46 +0200;;TRUE
10047;CL2940;2017-03-24 15:34:43 +0100;2017-03-24 15:38:45 +0100;AT&T CL2940;TRUE;2017-03-24 15:34:43 +0100;A - 3.5;TRUE
10046;Premium 300;2017-03-24 08:44:37 +0100;2017-03-24 09:00:26 +0100;Depaepe Premium 300;TRUE;2017-03-24 08:44:37 +0100;;TRUE
10045;KX-TS881;2017-03-23 16:53:15 +0100;2017-03-23 16:56:29 +0100;Panasonic KX-TS881;TRUE;2017-03-23 16:53:15 +0100;;TRUE
10044;VVX D60;2017-03-23 13:20:46 +0100;2017-03-23 13:24:45 +0100;Polycom VVX D60;TRUE;2017-03-23 13:20:46 +0100;;TRUE
10043;A30;2017-03-15 16:08:07 +0100;2017-04-18 09:20:03 +0200;Adept Telecom A30;TRUE;2017-03-15 16:08:07 +0100;C - 3.5;TRUE
10042;S850;2017-03-14 14:10:59 +0100;2017-03-14 14:11:16 +0100;Gigaset S850;TRUE;2017-03-14 14:10:59 +0100;;TRUE
10041;Fritz Fon 7150;2017-03-13 09:36:10 +0100;2017-03-13 09:39:13 +0100;AVM Fritz Fon 7150;TRUE;2017-03-13 09:36:10 +0100;;TRUE
10040;ZXV10 P802L ;2017-03-13 09:30:00 +0100;2017-03-13 09:30:00 +0100;ZTE ZXV10 P802L ;TRUE;;3.5 - A;TRUE
10039;IP63;2017-03-10 15:42:41 +0100;2017-03-10 15:44:55 +0100;Innovaphone IP63;TRUE;2017-03-10 15:42:41 +0100;A - 3,5;TRUE
10038;Sinus PA 205;2017-03-10 15:24:14 +0100;2017-03-10 15:24:30 +0100;Telekom Sinus PA 205;TRUE;2017-03-10 15:24:14 +0100;;TRUE
10037;IP62;2017-03-10 14:59:27 +0100;2017-03-10 15:00:25 +0100;Innovaphone IP62;TRUE;2017-03-10 14:59:27 +0100;A - 3,5;TRUE
10036;IP61;2017-03-10 14:57:13 +0100;2017-03-10 14:57:13 +0100;Innovaphone IP61;TRUE;;A - 3,5;TRUE
10035;ST22;2017-03-10 14:34:47 +0100;2017-03-10 14:42:45 +0100;Agfeo ST22;TRUE;2017-03-10 14:34:47 +0100;A - 3.5;TRUE
10034;KX-TG7892;2017-03-10 09:32:12 +0100;2017-03-10 09:32:33 +0100;Panasonic KX-TG7892;TRUE;2017-03-10 09:32:12 +0100;;TRUE
10033;B189 Conference Phone;2017-03-10 08:46:59 +0100;2017-03-10 08:46:59 +0100;Avaya (Lucent) B189 Conference Phone;TRUE;;;TRUE
10032;Ip4ww-24txh-a-tel;2017-03-09 13:51:55 +0100;2017-03-09 13:52:53 +0100;NEC America Ip4ww-24txh-a-tel;TRUE;2017-03-09 13:51:55 +0100;A - 3.5;TRUE
10031;7212;2017-03-08 14:59:27 +0100;2017-03-08 14:59:46 +0100;Spectralink 7212;TRUE;2017-03-08 14:59:27 +0100;A - 3.5;TRUE
10030;Y7 Pro;2017-03-07 14:03:40 +0100;2017-03-07 14:04:29 +0100;Sugar Y7 Pro;TRUE;2017-03-07 14:03:40 +0100;;TRUE
10029;290;2017-03-07 11:28:08 +0100;2017-03-07 11:28:17 +0100;Tiptel 290;TRUE;2017-03-07 11:28:08 +0100;A - 3.5;TRUE
10028;T-Concept PA 623i;2017-03-07 11:09:41 +0100;2017-03-07 11:09:57 +0100;Telekom T-Concept PA 623i;TRUE;2017-03-07 11:09:41 +0100;A - 4.5;TRUE
10027;1140e IP;2017-03-07 09:38:25 +0100;2017-03-07 09:43:04 +0100;Avaya (Lucent) 1140e IP;TRUE;2017-03-07 09:38:25 +0100;A - 3.5;TRUE
10026;IP335S;2017-03-06 14:51:41 +0100;2017-03-06 14:51:41 +0100;Moimstone IP335S;TRUE;;;TRUE
10025;KX-TG6582T;2017-02-27 13:13:20 +0100;2017-02-27 13:13:35 +0100;Panasonic KX-TG6582T;TRUE;2017-02-27 13:13:20 +0100;;TRUE
10024;V3100;2017-02-27 08:51:14 +0100;2017-02-27 09:08:03 +0100;Vodafone V3100;TRUE;2017-02-27 08:51:14 +0100;;TRUE
10023;VVX 611;2017-02-24 15:43:19 +0100;2017-02-24 15:46:44 +0100;Polycom VVX 611;TRUE;2017-02-24 15:43:19 +0100;A - 3.5;TRUE
10022;KX-TGH260;2017-02-24 13:49:47 +0100;2017-02-24 13:50:33 +0100;Panasonic KX-TGH260;TRUE;2017-02-24 13:49:47 +0100;;TRUE
10021;A405A;2017-02-22 13:30:33 +0100;2017-02-22 13:31:09 +0100;Gigaset A405A;TRUE;2017-02-22 13:30:33 +0100;;TRUE
10020;M110;2017-02-22 11:13:21 +0100;2017-02-22 11:13:54 +0100;Philips M110;TRUE;;;TRUE
10019;DECT2060;2017-02-21 10:45:03 +0100;2017-02-21 10:45:27 +0100;Uniden DECT2060;TRUE;2017-02-21 10:45:03 +0100;;TRUE
10018;Octophon Open 151;2017-02-21 10:39:13 +0100;2017-02-21 10:39:49 +0100;Alcatel-Lucent Octophon Open 151;TRUE;2017-02-21 10:39:13 +0100;;TRUE
10017;8831 Unified IP Conference Phone ;2017-02-21 10:37:26 +0100;2017-04-13 11:42:14 +0200;Cisco 8831 Unified IP Conference Phone ;TRUE;;;TRUE
10016;T-Concept PA 415;2017-02-21 09:10:06 +0100;2017-02-21 09:10:17 +0100;Telekom T-Concept PA 415;TRUE;2017-02-21 09:10:06 +0100;A - 4.5;TRUE
10015;6920 IP ;2017-02-20 09:29:54 +0100;2017-02-20 09:31:02 +0100;Mitel (Aastra, Ascom, Ericsson, DeTeWe, Inter-Tel) 6920 IP ;TRUE;2017-02-20 09:29:54 +0100;A - 3.5;TRUE
10014;KX-TGA652;2017-02-17 16:02:48 +0100;2017-02-17 16:08:01 +0100;Panasonic KX-TGA652;TRUE;2017-02-17 16:02:48 +0100;A - 3.5;TRUE
10013;Partner 6D-003;2017-02-17 15:33:55 +0100;2017-02-17 15:35:24 +0100;Avaya (Lucent) Partner 6D-003;TRUE;2017-02-17 15:33:55 +0100;A - 4.5;TRUE
10012;Thore;2017-02-17 11:57:39 +0100;2017-02-17 11:58:20 +0100;Vernee Thore;TRUE;2017-02-17 11:57:39 +0100;;TRUE
10010;8453;2017-02-17 11:06:30 +0100;2017-02-17 11:10:13 +0100;Spectralink 8453;TRUE;2017-02-17 11:06:30 +0100;A - 3.5;TRUE
10009;Converse 325;2017-02-17 09:40:44 +0100;2017-02-17 09:41:05 +0100;BT / British Telecom Converse 325;TRUE;2017-02-17 09:40:44 +0100;A - 3.5;TRUE
10008;DECT 3749 DECT Handset;2017-02-15 15:40:47 +0100;2017-02-15 15:41:27 +0100;Avaya (Lucent) DECT 3749 DECT Handset;TRUE;2017-02-15 15:40:47 +0100;;TRUE
10007;DECT 3745 DECT Handset;2017-02-15 15:33:48 +0100;2017-02-15 15:39:34 +0100;Avaya (Lucent) DECT 3745 DECT Handset;TRUE;2017-02-15 15:33:48 +0100;;TRUE
10006;DECT 3740 DECT Handset;2017-02-15 15:28:36 +0100;2017-02-22 11:10:37 +0100;Avaya (Lucent) DECT 3740 DECT Handset;TRUE;;;TRUE
10005;Avaya 7406e DECT Handset;2017-02-15 10:58:06 +0100;2017-02-15 11:03:19 +0100;Avaya (Lucent) Avaya 7406e DECT Handset;TRUE;2017-02-15 10:58:06 +0100;;TRUE
10004;SIP-T21P E2;2017-02-15 08:15:25 +0100;2017-02-15 08:18:28 +0100;Yealink SIP-T21P E2;TRUE;2017-02-15 08:15:25 +0100;A - 3.5;TRUE
10003;iPad Air 2;2017-02-13 20:45:04 +0100;2017-02-13 20:45:04 +0100;Apple iPad Air 2;TRUE;;;TRUE
10002;8262 DECT Handset;2017-02-13 09:32:07 +0100;2017-02-13 09:37:19 +0100;Alcatel-Lucent 8262 DECT Handset;TRUE;2017-02-13 09:32:07 +0100;;TRUE
10001;SIP-T65P;2017-02-09 12:56:51 +0100;2017-02-09 12:59:19 +0100;Yealink SIP-T65P;TRUE;2017-02-09 12:56:51 +0100;A - 3.5;TRUE
10000;Sinus 302;2017-02-09 11:00:56 +0100;2017-02-09 11:03:00 +0100;Telekom Sinus 302;TRUE;2017-02-09 11:00:56 +0100;;TRUE
9999;Sinus 302I;2017-02-09 10:59:59 +0100;2017-02-09 11:04:48 +0100;Telekom Sinus 302I;TRUE;2017-02-09 10:59:59 +0100;;TRUE
9998;A510A;2017-02-09 08:48:18 +0100;2017-02-09 08:54:46 +0100;Gigaset A510A;TRUE;2017-02-09 08:48:18 +0100;;TRUE
9997;A510;2017-02-09 08:46:44 +0100;2017-02-09 08:47:29 +0100;Gigaset A510;TRUE;2017-02-09 08:46:44 +0100;;TRUE
9996;6710A;2017-02-06 10:22:56 +0100;2017-02-06 10:38:19 +0100;Mitel (Aastra, Ascom, Ericsson, DeTeWe, Inter-Tel) 6710A;TRUE;2017-02-06 10:22:56 +0100;;TRUE
9995;KX-DT346NE-B ;2017-02-06 08:32:23 +0100;2017-02-06 08:34:21 +0100;Panasonic KX-DT346NE-B ;TRUE;2017-02-06 08:32:23 +0100;;TRUE
9994;Xperia X;2017-02-03 15:53:31 +0100;2017-02-03 15:56:40 +0100;Sony Xperia X;TRUE;2017-02-03 15:53:31 +0100;;TRUE
9993;7202;2017-02-03 15:31:28 +0100;2017-02-03 15:32:18 +0100;Spectralink 7202;TRUE;2017-02-03 15:31:28 +0100;;TRUE
9992;S79H;2017-02-03 15:04:35 +0100;2017-02-03 15:09:42 +0100;Gigaset S79H;TRUE;2017-02-03 15:04:35 +0100;;TRUE
9,99E+03;E550A;2017-02-02 17:32:25 +0100;2017-02-02 17:32:38 +0100;Gigaset E550A;TRUE;2017-02-02 17:32:25 +0100;;TRUE
9,99E+03;E550;2017-02-02 17:25:44 +0100;2017-02-02 17:29:18 +0100;Gigaset E550;TRUE;2017-02-02 17:25:44 +0100;;TRUE
9989;NETFON 300 ;2017-02-01 14:15:54 +0100;2017-02-01 14:19:09 +0100;Selta SeltaTel NETFON 300 ;TRUE;2017-02-01 14:15:54 +0100;A - 3.5;TRUE
9988;Milano 40;2017-02-01 13:06:11 +0100;2017-02-01 13:43:41 +0100;AEG Milano 40;TRUE;2017-02-01 13:06:11 +0100;;TRUE
9987;P2030;2017-02-01 08:55:19 +0100;2017-02-01 09:24:10 +0100;Pantech P2030;TRUE;2017-02-01 08:55:19 +0100;;TRUE
9986;OpenStage 40 HFA ;2017-01-24 10:38:57 +0100;2017-03-09 09:06:09 +0100;Unify  OpenStage 40 HFA ;TRUE;2017-01-24 10:38:57 +0100;A - 2.5;TRUE
9985;5560s ;2017-01-24 10:30:03 +0100;2017-01-24 10:31:39 +0100;Coolpad 5560s ;TRUE;2017-01-24 10:30:03 +0100;;TRUE
9984;X3 ;2017-01-23 10:04:38 +0100;2017-01-23 10:06:28 +0100;HP X3 ;TRUE;2017-01-23 10:04:38 +0100;;TRUE
9983;IP 8821 WiFi;2017-01-20 10:04:27 +0100;2017-01-20 10:06:43 +0100;Cisco IP 8821 WiFi;TRUE;;;TRUE
9981;XL 305 ;2017-01-18 16:22:57 +0100;2017-01-18 16:26:51 +0100;Philips XL 305 ;TRUE;2017-01-18 16:22:57 +0100;;TRUE
9980;COMfortel 2600IP;2017-01-18 14:22:47 +0100;2017-01-18 14:23:58 +0100;Auerswald COMfortel 2600IP;TRUE;2017-01-18 14:22:47 +0100;A - 3.5;TRUE
9979;Maestro 2032;2017-01-18 08:34:13 +0100;2017-01-18 09:21:53 +0100;Proximus Maestro 2032;TRUE;2017-01-18 08:34:13 +0100;;TRUE
9978;KX-TG8220E;2017-01-12 16:50:55 +0100;2017-01-12 16:51:10 +0100;Panasonic KX-TG8220E;TRUE;2017-01-12 16:50:55 +0100;A - 3.5;TRUE
9977;KX-TG8220;2017-01-12 16:48:19 +0100;2017-01-12 16:50:45 +0100;Panasonic KX-TG8220;TRUE;2017-01-12 16:48:19 +0100;A - 3.5;TRUE
9976;LIP-9040;2017-01-11 15:27:38 +0100;2017-01-11 15:27:50 +0100;LG Ericsson ( Goldstar ) LIP-9040;TRUE;2017-01-11 15:27:38 +0100;A - 7;TRUE
9975;IDS 310 ISS 700;2017-01-11 14:09:29 +0100;2017-01-11 14:09:44 +0100;Alcatel-Lucent IDS 310 ISS 700;TRUE;2017-01-11 14:09:29 +0100;A - 3.5;TRUE
9974;GXP 1760;2017-01-11 13:49:49 +0100;2017-06-09 12:21:27 +0200;Grandstream Networks GXP 1760;TRUE;2017-01-11 13:49:49 +0100;A - 3.5 ;TRUE
9973;KX-TS880;2017-01-10 14:23:22 +0100;2017-01-10 14:23:33 +0100;Panasonic KX-TS880;TRUE;2017-01-10 14:23:22 +0100;;TRUE
9972;Scala M110 B;2017-01-10 11:56:23 +0100;2017-01-10 11:56:38 +0100;Philips Scala M110 B;TRUE;2017-01-10 11:56:23 +0100;A - 3.5;TRUE
9971;7187a;2016-12-29 16:20:09 +0100;2016-12-29 16:20:09 +0100;Ericsson 7187a;TRUE;;A - 3.5 ;TRUE
9970;7811;2016-12-20 10:42:23 +0100;2016-12-20 10:45:04 +0100;Cisco 7811;TRUE;2016-12-20 10:42:23 +0100;C - 3.5;TRUE
9969;CL540A;2016-12-20 10:31:05 +0100;2017-04-28 14:25:44 +0200;Gigaset CL540A;TRUE;2016-12-20 10:31:05 +0100;;TRUE
9968;5530 IP Console;2016-12-16 10:56:33 +0100;2016-12-16 10:56:55 +0100;Mitel (Aastra, Ascom, Ericsson, DeTeWe, Inter-Tel) 5530 IP Console;TRUE;2016-12-16 10:56:33 +0100;A - 4.5;TRUE
9967;6873;2016-12-14 10:15:49 +0100;2016-12-14 10:17:35 +0100;Mitel (Aastra, Ascom, Ericsson, DeTeWe, Inter-Tel) 6873;TRUE;2016-12-14 10:15:49 +0100;;TRUE
9966;IPC IQ Max Touch;2016-12-07 16:22:38 +0100;2016-12-07 16:22:46 +0100;IPC Systems IPC IQ Max Touch;TRUE;2016-12-07 16:22:38 +0100;A - 7;TRUE
9965;IP 2007 ;2016-12-05 14:38:33 +0100;2016-12-05 14:38:53 +0100;Nortel Networks IP 2007 ;TRUE;2016-12-05 14:38:33 +0100;A - 3.5;TRUE
9964;KX-TG8561G;2016-12-05 13:52:56 +0100;2016-12-05 13:58:57 +0100;Panasonic KX-TG8561G;TRUE;2016-12-05 13:52:56 +0100;;TRUE
9963;KX-TG8561;2016-12-05 10:47:36 +0100;2016-12-05 13:41:34 +0100;Panasonic KX-TG8561;TRUE;2016-12-05 10:47:36 +0100;;TRUE
9962;SMT-i6020;2016-12-05 10:37:51 +0100;2016-12-05 10:38:15 +0100;Samsung SMT-i6020;TRUE;2016-12-05 10:37:51 +0100;USB compatible from firmware 11.40;TRUE
9961;LG X Cam (LG-K580H);2016-11-30 09:46:56 +0100;2016-11-30 09:47:30 +0100;LG LG X Cam (LG-K580H);TRUE;2016-11-30 09:46:56 +0100;;TRUE
9960;Motorola Moto E (2nd gen);2016-11-29 16:50:57 +0100;2016-11-29 16:51:18 +0100;Motorola Motorola Moto E (2nd gen);TRUE;2016-11-29 16:50:57 +0100;;TRUE
9959;Honor 8;2016-11-29 16:13:36 +0100;2017-03-29 16:47:25 +0200;Huawei Honor 8;TRUE;2016-11-29 16:13:36 +0100;;TRUE
9958;DTEK50;2016-11-28 16:02:14 +0100;2016-11-28 16:02:45 +0100;Blackberry DTEK50;TRUE;2016-11-28 16:02:14 +0100;;TRUE
9957;Nexus 5X;2016-11-28 15:01:49 +0100;2016-11-28 15:02:01 +0100;Google Nexus 5X;TRUE;2016-11-28 15:01:49 +0100;;TRUE
9956;SPA SPA 941;2016-11-24 16:27:04 +0100;2016-11-24 16:27:25 +0100;Cisco SPA SPA 941;TRUE;2016-11-24 16:27:04 +0100;;TRUE
9955;Forum 5000;2016-11-23 15:20:50 +0100;2016-11-23 15:21:02 +0100;Proximus Forum 5000;TRUE;2016-11-23 15:20:50 +0100;Wireless setting: A - 3.5 ;TRUE
9954;XDECT 8115;2016-11-22 16:05:49 +0100;2016-11-22 16:06:04 +0100;Uniden XDECT 8115;TRUE;2016-11-22 16:05:49 +0100;;TRUE
9953;G4;2016-11-22 14:30:54 +0100;2016-11-22 14:30:54 +0100;LG G4;FALSE;;;TRUE
9952;SMT-I3100;2016-11-21 13:42:50 +0100;2016-11-21 13:42:58 +0100;Samsung SMT-I3100;TRUE;2016-11-21 13:42:50 +0100;A - 2.5;TRUE
9951;IP 1140e;2016-11-21 13:25:40 +0100;2016-12-16 09:35:39 +0100;Nortel Networks IP 1140e;TRUE;2016-11-21 13:25:40 +0100;A - 3.5;TRUE
9950;Scala2;2016-11-17 16:35:53 +0100;2016-11-17 16:35:53 +0100; Humantechnik Scala2;TRUE;;;TRUE
9947;Pixel;2016-11-16 22:17:55 +0100;2016-11-16 22:18:07 +0100;Google Pixel;TRUE;2016-11-16 22:17:55 +0100;;TRUE
9945;IP 1150e;2016-11-16 16:45:33 +0100;2016-11-16 16:45:42 +0100;Avaya (Lucent) IP 1150e;TRUE;2016-11-16 16:45:33 +0100;A - 3.5;TRUE
9944;Galaxy J3;2016-11-16 13:41:57 +0100;2016-11-16 13:42:05 +0100;Samsung Galaxy J3;TRUE;2016-11-16 13:41:57 +0100;;TRUE
9943;Galaxy J5;2016-11-16 13:41:41 +0100;2016-11-16 13:41:50 +0100;Samsung Galaxy J5;TRUE;2016-11-16 13:41:41 +0100;;TRUE
9942;Galaxy J7;2016-11-16 13:41:11 +0100;2016-11-16 13:41:32 +0100;Samsung Galaxy J7;TRUE;2016-11-16 13:41:11 +0100;;TRUE
9941;S850HX;2016-11-16 13:00:08 +0100;2016-11-16 13:00:37 +0100;Gigaset S850HX;TRUE;2016-11-16 13:00:08 +0100;;TRUE
9939;TAG L13 GR3;2016-11-14 15:29:32 +0100;2016-11-14 15:30:17 +0100;Huawei TAG L13 GR3;TRUE;2016-11-14 15:29:32 +0100;;TRUE
9938;CL84115;2016-11-14 13:29:21 +0100;2016-11-14 13:48:03 +0100;AT&T CL84115;TRUE;2016-11-14 13:29:21 +0100;A - 3.5;TRUE
9937;GXP 1450;2016-11-10 21:41:04 +0100;2016-11-10 21:41:04 +0100;Grandstream Networks GXP 1450;TRUE;;A - 3.5 ;TRUE
9936;9310 IQ-10;2016-11-10 12:09:52 +0100;2016-11-10 12:10:56 +0100;Interquartz (UK) 9310 IQ-10;TRUE;2016-11-10 12:09:52 +0100;A - 3.5;TRUE
9935;SPA525G;2016-11-04 16:40:33 +0100;2016-11-04 16:41:00 +0100;Cisco SPA525G;TRUE;2016-11-04 16:40:33 +0100;;TRUE
9934;Paragon 4500;2016-11-04 15:44:18 +0100;2016-11-04 15:55:07 +0100;BT / British Telecom Paragon 4500;TRUE;2016-11-04 15:44:18 +0100;;TRUE
9933;SV9100;2016-11-03 15:32:04 +0100;2016-11-03 15:32:19 +0100;NEC Enterprise (incl. Philips, Nitsuko, Infrontia) SV9100;TRUE;2016-11-03 15:32:04 +0100;A - 3.5;TRUE
9932;191 A;2016-11-03 13:03:36 +0100;2016-11-03 13:03:52 +0100;Tiptel 191 A;TRUE;2016-11-03 13:03:36 +0100;A - 3.5;TRUE
9931;VVX 311;2016-11-02 13:36:22 +0100;2016-11-02 13:36:36 +0100;Polycom VVX 311;TRUE;2016-11-02 13:36:22 +0100;A - 3.5;TRUE
9930;VVX 601;2016-11-02 13:18:19 +0100;2016-11-02 13:18:36 +0100;Polycom VVX 601;TRUE;2016-11-02 13:18:19 +0100;A - 3.5;TRUE
9929;VVX 501;2016-11-02 13:17:40 +0100;2016-11-02 13:17:51 +0100;Polycom VVX 501;TRUE;2016-11-02 13:17:40 +0100;A - 3.5;TRUE
9928;VVX 401;2016-11-02 13:16:59 +0100;2016-11-02 13:17:09 +0100;Polycom VVX 401;TRUE;2016-11-02 13:16:59 +0100;A - 3.5;TRUE
9927;VVX 301;2016-11-02 13:16:06 +0100;2016-11-02 13:16:36 +0100;Polycom VVX 301;TRUE;2016-11-02 13:16:06 +0100;A - 3.5;TRUE
9925;AUB 300;2016-11-02 09:14:22 +0100;2016-11-02 09:14:49 +0100;DORO AUB 300;TRUE;2016-11-02 09:14:22 +0100;A - 3.5;TRUE
9924;Paragon 510 ;2016-10-31 17:10:11 +0100;2016-10-31 17:10:34 +0100;BT / British Telecom Paragon 510 ;TRUE;2016-10-31 17:10:11 +0100;;TRUE
9923;KX-TH1211;2016-10-31 12:29:12 +0100;2016-10-31 12:29:23 +0100;Panasonic KX-TH1211;TRUE;2016-10-31 12:29:12 +0100;A - 3.5;TRUE
9922;IP5631-SDL;2016-10-31 12:03:46 +0100;2016-10-31 12:04:00 +0100;Toshiba Telecommunications IP5631-SDL;TRUE;2016-10-31 12:03:46 +0100;A - 3.5;TRUE
9921;X3S;2016-10-28 14:54:00 +0200;2016-10-28 14:54:09 +0200;Fanvil X3S;TRUE;2016-10-28 14:54:00 +0200;;TRUE
9920;X3G;2016-10-28 14:53:30 +0200;2016-10-28 14:53:48 +0200;Fanvil X3G;TRUE;2016-10-28 14:53:30 +0200;;TRUE
9919;C600;2016-10-28 14:53:04 +0200;2016-10-28 14:53:14 +0200;Fanvil C600;TRUE;2016-10-28 14:53:04 +0200;;TRUE
9918;X3P;2016-10-28 14:52:39 +0200;2016-10-28 14:52:54 +0200;Fanvil X3P;TRUE;2016-10-28 14:52:39 +0200;;TRUE
9917;C400;2016-10-28 14:52:05 +0200;2016-10-28 14:52:23 +0200;Fanvil C400;TRUE;2016-10-28 14:52:05 +0200;;TRUE
9916;LIP-9010;2016-10-28 13:59:36 +0200;2016-10-28 14:01:44 +0200;LG Ericsson ( Goldstar ) LIP-9010;TRUE;2016-10-28 13:59:36 +0200;A - 7;TRUE
9915;KX-TG j320;2016-10-28 13:31:13 +0200;2016-10-28 13:31:28 +0200;Panasonic KX-TG j320;TRUE;2016-10-28 13:31:13 +0200;;TRUE
9914;5300;2016-10-26 15:22:43 +0200;2016-10-26 15:23:40 +0200;Mitel (Aastra, Ascom, Ericsson, DeTeWe, Inter-Tel) 5300;TRUE;2016-10-26 15:22:43 +0200;A - 3.5;TRUE
9913;Copy of TS51;2016-10-26 15:20:32 +0200;2016-10-26 15:20:32 +0200;Avaya (Tenovis Bosch) Copy of TS51;FALSE;2016-10-26 15:20:32 +0200;;TRUE
